id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1517563837154611200,1517563383565926402,2022-04-23 00:59:48 SE Asia Standard Time,2022-04-23,00:59:48,+0700,1465533777371824134,chrisbejt,Jace,,@arianacvmrvg @chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem Omg so Ariana? 🥺  https://t.co/yOdfyLB4SB,en,[],[],['https://pbs.twimg.com/media/FQ94RF_aUAAWoZJ.jpg'],1,0,5,[],[],https://twitter.com/chrisbejt/status/1517563837154611200,False,,1,https://pbs.twimg.com/media/FQ94RF_aUAAWoZJ.jpg,,,,,,,"[{'screen_name': 'arianacvmrvg', 'name': 'DOJA QUEEN OF RAP🧣', 'id': '1511231307426242562'}, {'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563574012583936,1517563383565926402,2022-04-23 00:58:45 SE Asia Standard Time,2022-04-23,00:58:45,+0700,1164366218544988160,aidan7501,aidan,,@77Eph @chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem And nothing for Ari and Nicki,en,[],[],[],2,0,8,[],[],https://twitter.com/aidan7501/status/1517563574012583936,False,,0,,,,,,,,"[{'screen_name': '77Eph', 'name': 'Weezy\U0001f977🏾', 'id': '884119978663968768'}, {'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563564600528904,1517563564600528904,2022-04-23 00:58:43 SE Asia Standard Time,2022-04-23,00:58:43,+0700,1411343263315996672,phoemars,nat,,taylor swift de gilmore girls evreninde yasiyo benim gibi,tr,[],[],[],0,0,7,[],[],https://twitter.com/phoemars/status/1517563564600528904,False,https://twitter.com/dorotihea/status/1517233374141816833,0,,,,,,,,[],,,,
1517563485898645504,1517563383565926402,2022-04-23 00:58:24 SE Asia Standard Time,2022-04-23,00:58:24,+0700,1461153323470499846,sabrinocao,samanta 🌸,,@chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem i don't see the 40 yo female rapper,en,[],[],[],0,0,7,[],[],https://twitter.com/sabrinocao/status/1517563485898645504,False,,0,,,,,,,,"[{'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563470467809282,1517563383565926402,2022-04-23 00:58:20 SE Asia Standard Time,2022-04-23,00:58:20,+0700,884119978663968768,77eph,Weezy🥷🏾,,@chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem abel and kanye carried the list,en,[],[],[],6,0,6,[],[],https://twitter.com/77Eph/status/1517563470467809282,False,,0,,,,,,,,"[{'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563465052868609,1517563383565926402,2022-04-23 00:58:19 SE Asia Standard Time,2022-04-23,00:58:19,+0700,1056311749039800320,elayegitt,ela,,@chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem I dont see 6ix9ine,en,[],[],[],1,0,5,[],[],https://twitter.com/elayegitt/status/1517563465052868609,False,,0,,,,,,,,"[{'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563446010822657,1517563383565926402,2022-04-23 00:58:15 SE Asia Standard Time,2022-04-23,00:58:15,+0700,1508255696348925952,ammartioa,Ammar,,@chartdata @sanbenito @taylorswift13 @theweeknd @Drake @BTS_twt @edsheeran @justinbieber @Harry_Styles @kanyewest @Eminem I don't see nicki with her 96965959 songs,en,[],[],[],0,0,7,[],[],https://twitter.com/AMMARTIOA/status/1517563446010822657,False,,0,,,,,,,,"[{'screen_name': 'chartdata', 'name': 'chart data', 'id': '744260935527735296'}, {'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'Taylor Swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'The Weeknd', 'id': '255388236'}, {'screen_name': 'Drake', 'name': 'Drizzy', 'id': '27195114'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'Ed Sheeran HQ', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}, {'screen_name': 'Harry_Styles', 'name': 'Harry Styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'Eminem', 'name': 'Marshall Mathers', 'id': '22940219'}]",,,,
1517563383565926402,1517563383565926402,2022-04-23 00:58:00 SE Asia Standard Time,2022-04-23,00:58:00,+0700,744260935527735296,chartdata,chart data,,Most streamed artists on global Spotify (April 21): #1 @sanbenito #2 @taylorswift13  #3 @theweeknd #4 @Drake  #5 @BTS_twt  #6 @edsheeran #7 @justinbieber  #8 @Harry_Styles  #9 @kanyewest #10 @Eminem,en,"[{'screen_name': 'sanbenito', 'name': '☀️🌊❤️', 'id': '1059542139737128960'}, {'screen_name': 'taylorswift13', 'name': 'taylor swift', 'id': '17919972'}, {'screen_name': 'theweeknd', 'name': 'the weeknd', 'id': '255388236'}, {'screen_name': 'drake', 'name': 'drizzy', 'id': '27195114'}, {'screen_name': 'bts_twt', 'name': '방탄소년단', 'id': '335141638'}, {'screen_name': 'edsheeran', 'name': 'ed sheeran hq', 'id': '85452649'}, {'screen_name': 'justinbieber', 'name': 'justin bieber', 'id': '27260086'}, {'screen_name': 'harry_styles', 'name': 'harry styles.', 'id': '181561712'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'eminem', 'name': 'marshall mathers', 'id': '22940219'}]",[],[],76,234,1042,[],[],https://twitter.com/chartdata/status/1517563383565926402,False,,0,,,,,,,,[],,,,
1517563285335379970,1517563285335379970,2022-04-23 00:57:36 SE Asia Standard Time,2022-04-23,00:57:36,+0700,1502746450471575557,ramenmedla,ramen media,,"rafa carmen ramen secret story cruel summer taylor swift  el audio tarda poquito empezar que nadie se asuste, he tenido que hacer algunos apaños para que fuese como yo quería  https://t.co/OJJLOVeRPa",es,[],[],[],4,21,74,[],[],https://twitter.com/RAMENMEDlA/status/1517563285335379970,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1517563219354730497/pu/img/1tI0B3rMAT-hV34e.jpg,,,,,,,[],,,,
1517562698644533248,1517562698644533248,2022-04-23 00:55:16 SE Asia Standard Time,2022-04-23,00:55:16,+0700,1340507784744493056,mundoswiftt,Mundo Swift 🌎,,Cuando escucho Cruel Summer en el baño y recuerdo que no fue Single.  #TaylorSwift  https://t.co/LeaMyQPM6I,es,[],[],['https://pbs.twimg.com/media/FQ93O3KWQAcQAVt.jpg'],0,15,125,['taylorswift'],[],https://twitter.com/MundoSwiftt/status/1517562698644533248,False,,1,https://pbs.twimg.com/media/FQ93O3KWQAcQAVt.jpg,,,,,,,[],,,,
1517562414958579713,1517562414958579713,2022-04-23 00:54:09 SE Asia Standard Time,2022-04-23,00:54:09,+0700,2864344606,riseatalantelau,sılãmingo,,ne demis queen taylor swift wages earned and lessons learned yani bedel.. ödendi✅ ders.. alındı✅,tr,[],[],[],0,0,11,[],[],https://twitter.com/riseatalantelau/status/1517562414958579713,False,,0,,,,,,,,[],,,,
1517562133306818571,1517562133306818571,2022-04-23 00:53:02 SE Asia Standard Time,2022-04-23,00:53:02,+0700,959485676357120000,isitromantic,dario,,if taylor swift released mirrorball when i was in eighth grade i probably would’ve killed myself then,en,[],[],[],2,6,45,[],[],https://twitter.com/isitromantic/status/1517562133306818571,False,,0,,,,,,,,[],,,,
1517562056156848129,1517562056156848129,2022-04-23 00:52:43 SE Asia Standard Time,2022-04-23,00:52:43,+0700,1475907220256735239,newsposty,Post Malone News,,📲 | @PostMalone started following @TaylorSwift13 on TikTok! (via @theswiftsociety)  https://t.co/ajc3H2Adou,en,"[{'screen_name': 'postmalone', 'name': 'twelve carat toothache', 'id': '913812620'}, {'screen_name': 'taylorswift13', 'name': 'taylor swift', 'id': '17919972'}, {'screen_name': 'theswiftsociety', 'name': 'the swift society', 'id': '1277288422281932800'}]",[],"['https://pbs.twimg.com/media/FQ92pBQWYAEUrB8.jpg', 'https://pbs.twimg.com/media/FQ92pBSX0AQYLU2.jpg', 'https://pbs.twimg.com/media/FQ92pBLXMAAHqhP.jpg']",1,3,36,[],[],https://twitter.com/NewsPosty/status/1517562056156848129,False,,1,https://pbs.twimg.com/media/FQ92pBQWYAEUrB8.jpg,,,,,,,[],,,,
1517562046778388480,1517562046778388480,2022-04-23 00:52:41 SE Asia Standard Time,2022-04-23,00:52:41,+0700,2782189422,tsworid,Taylor Swift World,,🚨 Post Malone started following Taylor Swift on TikTok. Taylor Swift is now her 31st following account.  https://t.co/3HsmT07W9Z,en,[],[],"['https://pbs.twimg.com/media/FQ92n_9XIAMfHTh.jpg', 'https://pbs.twimg.com/media/FQ92mjpXwAAs8cK.jpg']",4,12,123,[],[],https://twitter.com/TSWorId/status/1517562046778388480,False,,1,https://pbs.twimg.com/media/FQ92n_9XIAMfHTh.jpg,,,,,,,[],,,,
1517560946293493764,1517560946293493764,2022-04-23 00:48:19 SE Asia Standard Time,2022-04-23,00:48:19,+0700,785848003361996801,dailytsbridges,daily taylor swift bridges,,don't blame me - taylor swift  https://t.co/ls1r6spdDo,en,[],[],[],0,1,8,[],[],https://twitter.com/dailytsbridges/status/1517560946293493764,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1517560608056819712/pu/img/AoK9Y4SYd17ZO2CX.jpg,,,,,,,[],,,,
1517560844334284801,1517560844334284801,2022-04-23 00:47:54 SE Asia Standard Time,2022-04-23,00:47:54,+0700,834478520990568449,tobymoreno17,Toby Moreno,,"Sin duda, Taylor Swift escribió London Boy pensando en Nick Nelson de #Heartstopper  https://t.co/Mv2gI3Z4vN",es,[],[],['https://pbs.twimg.com/media/FQ91ijCXwAA4Rsv.jpg'],0,5,18,['heartstopper'],[],https://twitter.com/TobyMoreno17/status/1517560844334284801,False,,1,https://pbs.twimg.com/media/FQ91ijCXwAA4Rsv.jpg,,,,,,,[],,,,
1517560521829937153,1517560521829937153,2022-04-23 00:46:37 SE Asia Standard Time,2022-04-23,00:46:37,+0700,1268880206866997249,4pawats,lili,,heartstopper taylor swift edits are starting im convinced this is made for #Me  https://t.co/WBfbg3uauZ,en,[],[],[],0,1,7,['me'],[],https://twitter.com/4pawats/status/1517560521829937153,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1517496547369439233/pu/img/EV26Hdf9c-PKvqnB.jpg,,,,,,,[],,,,
1517560180816465921,1517560180816465921,2022-04-23 00:45:16 SE Asia Standard Time,2022-04-23,00:45:16,+0700,1511532326089596936,ttaybrina,maeve,,sinifta biri taylorli kilifimi gorup taylor swift dinleyen kizdan zarar gelmez dedi sen asil taylor swift dinleyen kizdan kork amk,tr,[],[],[],1,0,14,[],[],https://twitter.com/ttaybrina/status/1517560180816465921,False,,0,,,,,,,,[],,,,
1517560175120601088,1517560175120601088,2022-04-23 00:45:15 SE Asia Standard Time,2022-04-23,00:45:15,+0700,1323264312685826049,tisthedamnphd,sonya 🧣,,I can’t wait to annoy my sister with Taylor swift facts for 36 hours straight this weekend,en,[],[],[],1,0,9,[],[],https://twitter.com/TisTheDamnPhD/status/1517560175120601088,False,,0,,,,,,,,[],,,,
1517559371345055745,1517557254651789312,2022-04-23 00:42:03 SE Asia Standard Time,2022-04-23,00:42:03,+0700,1410047691388825605,whiteyy18lover,whiteyy18lover💙,,"@w_white18 I feel like that we're in that Taylor Swift song ""LOVER"", cause this will be my 3rd summer with you....and... my names Lover 🤣🤣",en,[],[],[],0,0,8,[],[],https://twitter.com/whiteyy18lover/status/1517559371345055745,False,,0,,,,,,,,"[{'screen_name': 'w_white18', 'name': 'William White', 'id': '3144705598'}]",,,,
