,id,date,time,tweet,language
46,1517556337756221440,2022-04-23,00:30:00,dear taylor swift  https://t.co/M7fwvygW3y,en
47,1517556138811686912,2022-04-23,00:29:12,@nikolinaswift @TheSwiftSociety @PostMalone @taylorswift13 ITS HAPPENING AND WE HEAAA OMG,en
48,1517556036466622464,2022-04-23,00:28:48,@tayrianayuhh @TheSwiftSociety @PostMalone @taylorswift13 AND 31 IS 13 BACKWARDS,en
49,1517555839988600835,2022-04-23,00:28:01,kit connors favorite taylor swift song being love story is so personal to me,en
50,1517555814785241088,2022-04-23,00:27:55,@PopBase @Drake @taylorswift13 Like TMZ would know if they have a collab coming. We know how good Taylor is at hiding stuff,en
51,1517555800272740352,2022-04-23,00:27:52,@PostMalone @taylorswift13 Via: @SwiftsTiktok ✨✨,und
52,1517555654055002112,2022-04-23,00:27:17,@TheSwiftSociety @PostMalone @taylorswift13 he following only 31 ppl and one is Taylor a COLLAB is incoming,en
53,1517555626179764224,2022-04-23,00:27:10,@TheSwiftSociety @PostMalone @taylorswift13 I HOPE HES FEATURED IN A SONG FOR RE RECORDS IDC WHICH ALBUM,en
54,1517555414488997889,2022-04-23,00:26:20,📲| @PostMalone started following @TaylorSwift13 on Tiktok!  https://t.co/hLVgIWwakc,en
55,1517555314173919234,2022-04-23,00:25:56,de la unica manera que pague eso es si viene taylor swift y me canta al oido all too well 10 minute version,es
56,1517555038352203777,2022-04-23,00:24:50,atenção  este perfil hoje estará dedicado a ver fancam taylor swift + heartstopper    https://t.co/o6tvg9l0ab,pt
57,1517554991321468936,2022-04-23,00:24:39,kit connor loves love story by taylor swift my swiftie heart is exploding THIS IS GREAT NEWS,en
58,1517554945217683456,2022-04-23,00:24:28,I need new mutuals with similar tastes… let’s follow each other if  -you like taylor swift -you read a lot  -you like wrestling or comics  -you are a giant nerd -cottagecore  RT for me to find mutuals pleaseeee,en
59,1517554914699927552,2022-04-23,00:24:21,J'ai Taylor Swift dans mon top Spotify,fr
60,1517554614639468545,2022-04-23,00:23:09,THE WAY IT WAS KIT WHO FIRST SAID SWIFTIE AND NOT TAYLOR SWIFT FAN . SO U ARE ONE IS WHAT IM HEARING?,en
61,1517554608125747200,2022-04-23,00:23:08,i’m sorry but when joe said that he’d been avoiding the taylor swift question for months i laughed my ass off,en
62,1517554488378368000,2022-04-23,00:22:39,kit saying he loves banging out tonlove story by taylor swift literally crying  https://t.co/yQLCJ9GtMy,en
63,1517554396640460800,2022-04-23,00:22:17,"Me inspirei na Taylor Swift que sempre pega #1 em todo canto e tirei 1,00 na minha prova de filosofia 💕💕💕💕💕💕💕💕💕💕💕  https://t.co/qEHXZtw7IL",pt
64,1517554254097141761,2022-04-23,00:21:43,"Drake aherutse gu postinga iyi foto ari kumwe na Taylor Swift,ndi umwe mubari bacyetse ko bagiye gukorana indirimbo gusa nkuko TMZ yatangaje ko iyi foto yayipostinze  bisanzwe ntandirimbo bateganywa vuba🧐👀  https://t.co/Nxdp2VKbjo",tl
65,1517554110928666627,2022-04-23,00:21:09,"When @dionnewarwick came to @taylorswift13 ‘s defense on this platform last year we’ll, we thought that was worth celebrating. First 200 folks to check out tomorrow walk away with these free limited edition totes! @recordstoreday  https://t.co/lxkFPwD9Me",en
66,1517553983761518592,2022-04-23,00:20:39,"Can we just talk about how stunning this pressing is? The marbled look, I can't stop admiring it.  @taylornation13 @taylorswift13  https://t.co/v2t5Tmg9Xp",en
67,1517553811178815488,2022-04-23,00:19:58,KIT CONNOR LOVES TO JAM TO TAYLOR SWIFT'S LOVE STORY?? THAT IS SO NICK NELSON.,en
68,1517553478687731712,2022-04-23,00:18:38,"College tour with my daughter and we stopped for pictures outside Taylor Swift’s former apartment on Cornelia Street and apparently I’m cool now. Whatever it takes, fellow parents, whatever it takes",en
69,1517553373880455169,2022-04-23,00:18:13,UK Albums chart: #60 (+4) Lover #TaylorSwift (122 weeks) *peak #1*   Tha queen back inside the top 60!,en
70,1517553332642279425,2022-04-23,00:18:03,Happy Record Store Day!!! 🥳🎉 #RSD2022 But it's not gonna feel like RSD until the global ambassador herself tweets about it... so @taylorswift13 you know what needs to be done 😉,en
71,1517553329508913153,2022-04-23,00:18:03,"Taylor swift is love, Taylor swift is life.",en
72,1517553075506065410,2022-04-23,00:17:02,In “the 1” Taylor Swift sings “You know the greatest films of all time were never made.” But this is a lie because Kill Bill came out in 2003,en
73,1517552402186084354,2022-04-23,00:14:22,@PopBase @Drake @taylorswift13 can't they just let us clown a bit more  https://t.co/ny3DGlQ8ff,en
74,1517552201375391745,2022-04-23,00:13:34,if i was taylor swift i’d walk cornelia street again and then write another song about it,en
75,1517551807458914304,2022-04-23,00:12:00,@PopBase @Drake @taylorswift13 i refuse to believe this  https://t.co/hlV1baxe0y,en
76,1517551167072612357,2022-04-23,00:09:27,"the lingering question kept me up, 2am, where is taylor swift??  https://t.co/96PRHvM8xF",en
77,1517551048663048192,2022-04-23,00:08:59,@psychofreakstan @MO73736272 @PopBase @Drake @taylorswift13 my fave nicki is so old 😔😔🦄🦄,en
78,1517550960502968320,2022-04-23,00:08:38,"I'm sorry but taylor swift's pen game was at an all time high on happiness. The emotions...hurt, frustration, self-worth and forgiveness all interwoven with beautiful poetic language!!",en
79,1517550883684642816,2022-04-23,00:08:20,"@PopBase @Drake @taylorswift13 Y'all not sure, even Taylor's team didn't know what taylor releasing, so why would I believe TMZ",en
80,1517489129843568642,2022-04-22,20:02:56,"Lo maravilloso que será cuando en unos años decidan hacer la película de la vida de Taylor Swift, no estamos preparados para todo  https://t.co/2GJfSQaLlj",es
81,1517488484038344705,2022-04-22,20:00:22,nick charlie heartstopper daylight taylor swift   All rights to the music used in this video reserved to the respective copyright owners. I am using this music for entertainment purposes.  https://t.co/f78Z9DvTOH,en
82,1517488398310727680,2022-04-22,20:00:02,🎧 | @taylorswift13's 'Begin Again TV' has now surpassed 30 MILLION Spotify Streams!   — It’s the 21st song on 'Red TV' to achieve this milestone!    https://t.co/esUQ1x2Vbe,en
83,1517488392342147072,2022-04-22,20:00:00,".@taylorswift13's ""Begin Again (Taylor's Version)"" has now surpassed 30 million streams on Spotify. It's her ?th song to hit this milestone and her 21st from ""Red (Taylor's Version)"".",en
84,1517487498217336832,2022-04-22,19:56:27,"⏳| 2 anni fa Taylor Swift condivideva nelle storie Instagram la cover di ""Cruel Summer"" fatta da Olivia 💘  https://t.co/zk3RXc621R",it
85,1517487064341954562,2022-04-22,19:54:44,"OKAY Y'ALL. I was playing songs with my guitar coz I'm bored. Then as I was playing Begin Again by Taylor Swift, I STOPPED.  Why?  MINISODE 2: Hate, Mess, End. Taylor Swift: ""all love ever does is BREAK, AND BURN, AND END.""  Taehyun mentioned Taylor few days back...😀",en
86,1517486654839472128,2022-04-22,19:53:06,Me when someone asks me to play taylor swift  https://t.co/5QuJuXIa7N,en
87,1517486480532422656,2022-04-22,19:52:25,"Alexa, play “Forever Winter” by Taylor Swift  https://t.co/GCeoPIBJMD",en
88,1517486295085469697,2022-04-22,19:51:40,andy samberg &amp; taylor swift  https://t.co/mmq41V6Cen,en
89,1517486141359984643,2022-04-22,19:51:04,how much do i have to pay taylor swift to unwrite wanting was enough for me it was enough to live for the hope of it all cancel plans just in case you'd call,en
90,1517484987691552768,2022-04-22,19:46:29,no because thinking that taylor swift has more impact than JANET JACKSON is probably the most bizarre thing i’ve heard on this app,en
91,1517484608996139012,2022-04-22,19:44:58,Was scrolling really fast and I thought this was Reputation by Taylor Swift,en
92,1517484496328839168,2022-04-22,19:44:32,mirror ball by taylor swift was written for lily calloway idc idc!!,en
93,1517483696386846720,2022-04-22,19:41:21,"taylor swift, destroyer of worlds  https://t.co/eELOQMrapA",en
94,1517482607457583104,2022-04-22,19:37:01,"Et chez @LuckyRecordsOff bien sûr ! On vous attend dès 10h avec les exclus de Madonna, Mariah Carey, Melanie C, Taylor Swift, David Bowie…",fr
95,1517482605658226688,2022-04-22,19:37:01,not seen any heartstopper tv x taylor swift edits yet. so disappointed in you all,en
96,1517482461797785604,2022-04-22,19:36:27,hearing that god awful leaked harry styles song about taylor swift is definitely the worst thing to happen to me this year,en
97,1517482088596914177,2022-04-22,19:34:58,Let me present to you #TaylorSwift looking perfect in EVERY color  https://t.co/Cju1WIlQpv,en
98,1517481934980538370,2022-04-22,19:34:21,Taylor Swift via Instagram story 2 years ago today (22nd April 2020)  https://t.co/FoInvLAhhy,en
99,1517481870853824514,2022-04-22,19:34:06,the only reason i will voluntarily wake up early is for taylor swift,en
100,1517550841229881344,2022-04-23,00:08:09,Only the Young - Taylor Swift 🫶🏻  https://t.co/ijmEViykp1,en
101,1517550727077502976,2022-04-23,00:07:42,🎧 | @taylorswift13’s “evermore” officially surpassed @lorde’s “Melodrama” as the 298th most-streamed album on Spotify!  https://t.co/ZSDBi4WHLr,en
102,1517550153284075522,2022-04-23,00:05:25,@kissitbetha @betterkissrih @PopBase @Drake @taylorswift13 4 followers joined in April,en
103,1517550084870844416,2022-04-23,00:05:09,habilidade swiftie: saber de qual era uma foto é apenas pela linha temporal cabelos da taylor swift  https://t.co/qS3XIN8Ind,pt
104,1517550083838906368,2022-04-23,00:05:09,@MO73736272 @PopBase @Drake @taylorswift13 nicki is gonna retire soon,en
105,1517549962372001792,2022-04-23,00:04:40,cuando se besan y salen cositas volando en la pantalla??? i see sparks fly dijo la taylor swift #Heartstopper  https://t.co/VLQAokJay7,es
106,1517549935205494784,2022-04-23,00:04:33,@taylorsricoht @PopBase @Drake @taylorswift13 Uhm I was breathing well,en
107,1517549922417053697,2022-04-23,00:04:30,"Eles fizeram tão desorganizado isso que os fãs do PADRE FABIO DE MELO estão concorrendo contra os fãs DA TAYLOR SWIFT??? Sentido nenhum essa divisão de categorias deles aí, parabéns pela desordem",pt
108,1517549870025822208,2022-04-23,00:04:18,@GET_INTO_ITPT2 @PopBase @Drake @taylorswift13 When BTS released gutter,en
109,1517549774584561664,2022-04-23,00:03:55,Hi we miss you @taylorswift13  https://t.co/1SooFWM1sP,en
110,1517549719224045570,2022-04-23,00:03:42,@PopBase @Drake @taylorswift13 it would sound weird anyways lmao,en
111,1517549715323293697,2022-04-23,00:03:41,@PopBase @Drake @taylorswift13 we don’t trust tmz,en
112,1517549707152736256,2022-04-23,00:03:39,@PopBase @Drake @taylorswift13 Taylor and Drake had chokehold entire world with this photo,en
113,1517549610209882113,2022-04-23,00:03:16,@PopBase @Drake @taylorswift13 girl tmz is such liars only taylor knows,en
114,1517549569374142464,2022-04-23,00:03:06,@PopBase @Drake @taylorswift13 we lost,en
115,1517549543688388608,2022-04-23,00:03:00,@PopBase @Drake @taylorswift13 we still want the  collab,en
116,1517549532770304000,2022-04-23,00:02:57,@PopBase @Drake @taylorswift13 Thank god,en
117,1517549513417773057,2022-04-23,00:02:53,@PopBase @Drake @taylorswift13 We lost,en
118,1517549454961819653,2022-04-23,00:02:39,"According to TMZ, Drake’s photo with Taylor Swift was simply a throwback with ‘no hidden message.’  “Sources with direct knowledge tell TMZ … sadly there is NO collab between Drake and Taylor that is about to be released”  https://t.co/9JL2QBTOcH",en
119,1517548876353482756,2022-04-23,00:00:21,the conor oberst/kississippi beef was kanye taking the mic from taylor swift at the grammys for people who need to have their phones confiscated. this would’ve been funnier if i’d tweeted it like a week and a half ago but i hadn’t thought of it then.,en
120,1517548789506220036,2022-04-23,00:00:00,#TaylorSwift #YEONJUN #연준  https://t.co/TMWKXkZlt0,und
121,1517548375280955396,2022-04-22,23:58:22,@lucaswhvre @chartdata @taylorswift13 30 is at 1.68B d-mbass,en
122,1517548335342755843,2022-04-22,23:58:12,.@PostMalone has followed taylor swift on TikTok.  https://t.co/EyCQYgF43U,en
123,1517548325909962752,2022-04-22,23:58:10,"bitches be like ""my mental health is unstable"" but then scream the lyrics of this is me trying by taylor swift out loud like there's no tomorrow.   it's me. i'm bitches.",en
124,1517548101371928577,2022-04-22,23:57:16,"stan list: lana del rey, beyoncé, taylor swift, florence and the machine e a sza.  https://t.co/YitGeTc0Dw",en
125,1517547652556148738,2022-04-22,23:55:29,swifties be like “I want taylor swift to run me over with her car because it’s the only chance I have of meeting her”  it’s me I’m swifties,en
126,1517547570515652608,2022-04-22,23:55:10,"Dear @taylorswift13,   The weather is getting nice which means we are all approaching our 1989 hot girl eras. Please drop the recordings for 1989 Taylor’s Version as we need our anthems as we lay by the pool and get tan and hot.   Thank you and please consider,  Hot girl swifties",en
127,1517547565394411522,2022-04-22,23:55:08,la cantidad de artistas q van a venir este año a argentina mamita  menos mal q taylor swift no toca en paises q tienen calles de tierra,es
128,1517547227509669888,2022-04-22,23:53:48,so today’s door is mirrorball by taylor swift  https://t.co/ZbhTC8SpHl,en
129,1517546654668398592,2022-04-22,23:51:31,5 temas dos quais posso falar 30 sem preparação alguma (nada relacionado ao trabalho)  1. Ódi* que eu tenho dos fãs do Arthur Aguiar 2. Taylor Swift 3. Música pop 4. Tecnologia  5. Comida,pt
130,1517546527128166400,2022-04-22,23:51:01,taylor swift with vp leni!! happy birthday vp leni 💗🥳  #ArawNa10To #HBDPresidentLeni  #IpanaloNa10ParaSaLahat  https://t.co/scnWHndOUp,en
131,1517546501857234949,2022-04-22,23:50:55,"@taylorswift13 ""Oliver was happy to confirm [Taylor is] just as 'amazing' in person as you'd imagine""  🖇:  https://t.co/4kSTqrgOC8  https://t.co/vf1ITQ3Nbl",en
132,1517546374849519616,2022-04-22,23:50:25,me pretending i don't care about taylor swift so the next re-recording comes faster  https://t.co/eV7RmBqQPX,en
133,1517546229961400320,2022-04-22,23:49:50,"replace a word in any Taylor Swift song with ""fuck""",en
134,1517546088764518401,2022-04-22,23:49:16,"📰|Alison Oliver sobre conocer a Taylor Swift en la fiesta de “Conversations With Friends”   “Siempre he sido una gran admiradora, así que fue genial conocerla. Es tan gentil como parece”.  https://t.co/XEULFEA0xG",es
135,1517546040336863232,2022-04-22,23:49:05,Minimum viable feminism is listening to Taylor swift ‘the man’ and being like ok she has some points,en
136,1517545974037680128,2022-04-22,23:48:49,"I hope I live to see the day we achieve world peace and harry styles and taylor swift perform together on the same stage.. it may take 10, 20, maybe even 30 years, but I assure you I will be front row",en
137,1517545551251734528,2022-04-22,23:47:08,i started listening to taylor swift again best decision of my life,en
138,1517545516040556545,2022-04-22,23:47:00,"📰| Alison Oliver shares that she met @TaylorSwift13 at the ""Conversations with Friends"" wrap party:  ""I've always been such a big fan of hers so it was great to meet her!""  https://t.co/r3wuPT6nd1",en
139,1517545485271109633,2022-04-22,23:46:52,@BattleVerse_io @void_dot_games @SolChicksNFT @fightoftheages @PlayWizardia @NOX_Ecosystem @bullperks @gamespad_vc @SeedifyFund @MONSTROPOLYgg @TheNestArcade Good planning and powerful  @SalsaTekila @Nicholas_Merten @MarySag46334137 @InstinctCrypto @taylorswift13 @DolatunjiTaiwo @darcydonavan @DrDarcySterling  #Airdrops #NFT #P2E #partnership,en
140,1517480842280374273,2022-04-22,19:30:00,🎧 | @taylorswift13's 'You Are In Love' has now surpassed 60 MILLION Spotify Streams!   — All songs on '1989' have now achieved this milestone!    https://t.co/ZS8IAgK4P3,en
141,1517480757379350528,2022-04-22,19:29:40,cara. tava conversando c o gustavo do bbb e chegamos no assunto PADARIA.  só sei q falei que o arthur era o kanye west brasileiro e ele era nossa taylor swift. ele ENTENDEU. RIU e disse que pelo o menos o kanye é legal 🗣,pt
142,1517480172877975555,2022-04-22,19:27:21,"Man, crying to Phoebe Bridgers makes a nice change from crying to Taylor Swift",en
143,1517480143354097666,2022-04-22,19:27:14,this dumbass probably thinks beyoncé and taylor swift are trans men LMFAOO,en
144,1517479804441968640,2022-04-22,19:25:53,"Test your knowledge of songs by @waterparks, Paramore, Taylor Swift, BTS and Muse    https://t.co/4svzGB0oCC",en
145,1517479715120070661,2022-04-22,19:25:32,very reassuring to know as i lie here on the bathroom floor puking my guts out and shaking that taylor swift has also probably done this at least once,en
146,1517478923248013312,2022-04-22,19:22:23,me listening to ‘evermore feat Bon Iver’ by Taylor Swift  https://t.co/7LkV18pjmW,en
147,1517478767463120897,2022-04-22,19:21:46,bana hala yoğun şekilde selena gomez taylor swift katy perry falan dinleyen insanlar gerçek değil gibi geliyor nasıl abi manyak mısınız nasıl?? güncel en sevdiğin şarkının duman - senden daha güzel olmasıyla birebir aynı hissettiriyor.,tr
148,1517478551720796161,2022-04-22,19:20:54,"@lalachus2 Entre el Wordle, el Heardle normal, el Heardle de Taylor Swift y ahora esto, no me da la vida para más, pero GRACIAS, lo necesitaba. Quiero ser amigo de quién lo haya creado 🤣🙏",es
149,1517477583490891777,2022-04-22,19:17:03,Herkes bu yaz Türkiye'ye geldiğine göre sıra Taylor Swift ve Selena Gomez'de,tr
150,1517477271489159168,2022-04-22,19:15:49,a taylor swift irá anunciar alguma coisa a qualquer momento fiquem atentos   https://t.co/Bgg96Xx2LK,pt
151,1517475892905529346,2022-04-22,19:10:20,i just saw taylor swift cackle about the limited amount of the lakes 7” special edition vinyl she released for rsd,en
152,1517475486678478851,2022-04-22,19:08:44,"@inmyheadlinepov Most streamed non-Taylor Swift female artists on Spotify on Tuesday  Doja Cat - 15.9M Billie Eilish - 14.7M Dua Lipa - 14.5M Ariana Grande - 13.9M Olivia Rodrigo - 11.9M  Taylor without Red TV, Fearless TV, evermore and folklore - 16M   https://t.co/tSvPVeD36p",en
153,1517475143265697796,2022-04-22,19:07:22,"O IMPACTO! ❤️‍🔥  ""É a hora disso mudar, um exemplo perfeito é Taylor Swift. Ela refez os álbuns dela como uma forma de mostrar ""Eu vou fazer isso para os meus fãs, e eles vão me apoiar porque esses são meus vocais e essa é minha música"" - Snoop Dogg sobre regravar seus álbuns  https://t.co/mIWPpcHSDN",pt
154,1517474360839196672,2022-04-22,19:04:15,replace a word in any Taylor Swift song with fuck,en
155,1517473775322808322,2022-04-22,19:01:55,"hi swifties! ✨ I'm a new fan account of the singer taylor swift! I will share everything about her, news, photos, videos, among other things. I ask u to share to spread the word and gain followers! thank u ♥️",en
156,1517473535354155008,2022-04-22,19:00:58,"@18meowTS @fendywu_nj @taylorswift13 the 10,000 physical copies will definitely be sold out by the end of tracking week. as well as some of the streams it gets, and the people buying it on itunes. Right now, I expect it to debut at #80 - #60.",en
157,1517473370295902208,2022-04-22,19:00:19,If someone ever makes a Villaneve edit with Taylor Swift or Mistki song I'm blocking you  https://t.co/BR07JbPdNf,en
158,1517473296043806720,2022-04-22,19:00:01,🎧 | @taylorswift13's 'Clean' has now surpassed 90 MILLION Spotify Streams!   — It’s the 10th song on '1989' to achieve this milestone!    https://t.co/D7tnWyLgca,en
159,1517473292432515072,2022-04-22,19:00:00,".@taylorswift13's ""champagne problems"" has now surpassed 230 million streams on Spotify. It's her 29th song to hit this milestone and her 2nd from ""evermore"".",en
160,1517544936941527041,2022-04-22,23:44:42,"j ai deux loups en moi, taylor swift et jean marie bigard",fr
161,1517544664861220871,2022-04-22,23:43:37,"@uvwitchbefore @RamiReyes6 @SourLivieO @chartdata @taylorswift13 Billboard 200 last week  Red TV  #29 (+7)  ———— BARRIER ————  30  #41 (-12)  in conclusion, taylors re-recorded album outsold adeles re-recorded album",en
162,1517544633785585665,2022-04-22,23:43:29,think it speaks volumes that 80% of the heartstopper edits on twitter are to taylor swift songs,en
163,1517544583915360256,2022-04-22,23:43:18,"us: lizzo, miley cyrus and taylor swift will be the guest for weekend 2 for coachella  harry: brings out ed sheeran",en
164,1517543958913585152,2022-04-22,23:40:49,"hi i’m new to #booktwt and looking for moots!!  -i’m hailey, i’m 16, and use she/her pronouns  - i like to read fiction, fantasy, and sapphic romance -i stan swanqueen, ella hunt, sabrina carpenter and taylor swift   rt to be moots! :)",en
